  392  git branch
  393  git status
  394  cd //
  395  cd ..
  396  pwd
  397  cd desktop/git/hw_10
  398  cd desktop
  399  cd ..
  400  cd desktop/git
  401  cd desktop/git
  402  git status
  403  cd hw_10
  404  git status
  405  nano .gitignore
  406  git status
  407  git add .gitignore
  408  git status
  409  git restore --staged .gitignore
  410  git status
  411  git add .gitignore
  412  git satus
  413  git status
  414  git commit -m "modified file"
  415  git status
  416  cd desktop/git
  417  cd hw-10
  418  cd hw_10
  419  touch main_test.txt
  420  git add main_test.txt
  421  git commit -m "new file created"
  422  git status
  423  git log
  424  cd desktop/git/hw_10
  425  git log
  426  cd desktop/git/hw_10
  427  git status
  428  git log
  429  cd desktop/git/hw_10
  430  git branch
  431  git checkout develop
  432  git branch
  433  nano develop_test.txt
  434  git status
  435  git add develop_test.txt
  436  git status
  437  git commit -m "new modified"
  438  git status
  439  git checkout main
  440  git merge develop
  441  git log
  442  history>command_list.csv
  443  git status
  444  git add command-list.csv
  445  git status
  446  git add history>command_list.csv
  447  git status
  448  git add command_list.csv
  449  git status
  450  git commit "new file created"
  451  git commit -m "new file created"
  452  git push
  453  cd desktop/git/hw_10
  454  git branch
  455  git push
  456  history>command_list.csv
